Newburyport Five Cents Savings Bank,Newburyport,MA,1950,6/30/16,SB,761087,644784,2690,588795,1059,3319,73201,125,244,992,4
NewDominion Bank,Charlotte,NC,28204,6/30/16,NM,324712,292186,332,249850,590,1302,49853,51,169,353,2
Newfield National Bank,Newfield,NJ,8344,6/30/16,N,627837,569424,1750,342408,3789,10007,101600,340,422,414,3
NewFirst National Bank,El Campo,TX,77437,6/30/16,N,637351,569407,7908,469699,6669,10976,64773,408,280,35791,449
Newport Federal Bank,Newport,TN,37821,6/30/16,SA,198949,177911,715,95610,2664,745,4546,27,16,0,0
Newton Federal Bank,Covington,GA,30014,6/30/16,SA,232159,187492,508,181705,2079,3476,26956,100,115,0,0
Newtown Savings Bank,Newtown,CT,6470,6/30/16,SB,1108917,1024138,2680,943088,16251,7854,74308,506,295,178,1
NexBank  SSB,Dallas,TX,75201,6/30/16,SB,3490474,3191597,36714,2516231,15395,142,8123,4,22,0,0
NEXTIER BANK  NATIONAL ASSOCIATION,Kittanning,PA,16201,6/30/16,N,1126266,999425,5581,840465,23659,18622,113295,789,566,164,2
Nicolet National Bank,Green Bay,WI,54301,6/30/16,N,2253650,1944406,6313,1576006,14202,28436,286932,1306,1493,27838,352
NOA Bank,Duluth,GA,30096,6/30/16,NM,262124,228040,4640,193353,3,789,72716,36,279,311,1
Noah Bank,Elkins Park,PA,19027,6/30/16,NM,300828,262605,-1590,244540,207,1704,75086,46,380,0,0
NobleBank and Trust,Anniston,AL,36207,6/30/16,SM,218570,198429,888,125503,4252,5239,37141,175,159,406,2
Nokomis Savings Bank,Nokomis,IL,62075,6/30/16,SB,27455,22602,50,13998,362,251,4914,9,15,6791,24
Nordstrom fsb,Scottsdale,AZ,85255,6/30/16,SA,239941,215053,61325,52237,47403,0,0,0,0,0,0
Normangee State Bank,Normangee,TX,77871,6/30/16,NM,123251,104875,1126,82776,20699,17848,0,113,0,10904,485
Norstates Bank,Waukegan,IL,60085,6/30/16,NM,497964,432711,805,264244,893,3555,59020,85,189,0,0
North Adams State Bank,Ursa,IL,62376,6/30/16,NM,34384,29541,138,23811,1536,5744,0,88,0,6697,165
North Alabama Bank,Hazel Green,AL,35750,6/30/16,NM,93576,82110,429,57249,1488,1841,11016,77,44,3956,49
North American Banking Company,Roseville,MN,55113,6/30/16,SM,388689,350725,3824,278649,1680,2521,67594,86,240,0,0
North Arundel Savings Bank,Pasadena,MD,21122,6/30/16,SB,44229,39009,40,37236,4581,51,2171,1,8,0,0
North Brookfield Savings Bank,North Brookfield,MA,1535,6/30/16,SM,278789,243772,847,179660,3475,2070,14459,86,79,647,6
North Cambridge Co-operative Bank,Cambridge,MA,2140,6/30/16,SB,90417,70578,146,49271,187,0,1210,0,4,0,0
North Central Bank,Hennepin,IL,61327,6/30/16,NM,131785,114698,692,69407,4662,5445,12157,257,61,11036,160
North County Savings Bank,Red Bud,IL,62278,6/30/16,SB,47731,43630,102,27405,1814,74,450,1,3,804,7
North Dallas Bank and Trust Co.,Dallas,TX,75230,6/30/16,NM,1307023,1166321,3362,579688,8624,4151,73341,166,297,1126,9
North Easton Savings Bank,South Easton,MA,2375,6/30/16,SB,523441,479219,776,356674,5195,1689,18571,159,80,0,0
North Georgia National Bank,Calhoun,GA,30701,6/30/16,N,119241,105286,170,62890,1251,2083,18018,116,105,4577,38
North Middlesex Savings Bank,Ayer,MA,1432,6/30/16,SB,417026,379019,1234,313320,7813,10399,59811,462,273,622,2
North Shore Bank of Commerce,Duluth,MN,55802,6/30/16,SM,255801,239553,2837,181485,1668,2039,16862,120,96,0,0
North Shore Trust and Savings,Waukegan,IL,60085,6/30/16,SA,235336,191355,163,94794,10,234,1073,4,8,0,0
North Side Federal Savings and Loan Association of Chicago,Chicago,IL,60640,6/30/16,SA,45326,40828,-38,25749,28,188,1709,6,8,0,0
North Star Bank,Roseville,MN,55113,6/30/16,NM,245501,220853,719,126481,1697,697,36532,20,122,0,0
North State Bank,Raleigh,NC,27609,6/30/16,SM,782199,715577,5217,648386,3027,10678,127758,304,451,89,2
North Valley Bank,Zanesville,OH,43701,6/30/16,SM,204687,185782,302,116892,7603,4793,22367,211,113,10386,136
Northbrook Bank and Trust Company,Northbrook,IL,60062,6/30/16,SM,1792582,1633952,6783,1220045,129210,66461,177009,9664,865,0,0
Northeast Bank,Minneapolis,MN,55413,6/30/16,NM,388205,338898,3023,323444,1353,3235,61712,131,270,244,1
NorthEast Community Bank,White Plains,NY,10601,6/30/16,SB,650950,557292,2314,557058,117,2056,64329,47,179,0,0
Northeast Georgia Bank,Lavonia,GA,30553,6/30/16,NM,457347,413217,2728,212429,26726,6493,41045,217,189,13392,153
Northeast Missouri State Bank,Kirksville,MO,63501,6/30/16,NM,105304,90939,706,42572,3557,4025,0,99,0,17281,438
Northeast Security Bank,Sumner,IA,50674,6/30/16,NM,139221,121444,809,93247,1253,4871,10917,231,69,33403,543
Northern Bank and Trust Company,Woburn,MA,1801,6/30/16,NM,1516716,1357526,9807,1340025,1134,6333,165904,231,521,0,0
Northern California National Bank,Chico,CA,95926,6/30/16,N,197734,179797,564,73181,1889,1456,24204,45,91,3694,33
Northern Hancock Bank and Trust Co.,Newell,WV,26050,6/30/16,NM,24938,21506,37,19502,2700,4676,0,72,0,132,3
Northern Michigan Bank and Trust,Escanaba,MI,49829,6/30/16,NM,252518,219053,1039,169986,12635,6743,93909,165,270,0,0
Northern State Bank,Ashland,WI,54806,6/30/16,NM,238631,218285,1077,146728,3630,7611,25227,297,142,686,12
Northfield Bank,Staten Island,NY,10314,6/30/16,SA,3742752,3167933,10743,2797955,2448,9039,180859,282,610,0,0
Northfield Savings Bank,Northfield,VT,5663,6/30/16,SB,875900,765994,2547,646930,1782,8443,92161,274,435,632,6
Northmark Bank,North Andover,MA,1845,6/30/16,NM,334030,292552,1274,285532,1276,2738,53407,129,226,210,1
Northpointe Bank,Grand Rapids,MI,49546,6/30/16,NM,547104,499545,8035,472872,300,1192,9893,28,58,0,0
Northrim Bank,Anchorage,AK,99503,6/30/16,NM,1509419,1325796,8279,1041465,9420,19431,170419,441,503,5507,40
Northside Bank,Adairsville,GA,30103,6/30/16,NM,123556,117115,-3377,58301,1202,2068,17525,70,92,1468,11
Northside Community Bank,Gurnee,IL,60031,6/30/16,SM,235056,182401,589,167506,327,694,15688,26,69,0,0
NorthStar Bank,Estherville,IA,51334,6/30/16,NM,178172,155026,1372,149284,2449,3925,9392,147,55,40385,492
Northstar Bank,Bad Axe,MI,48413,6/30/16,NM,545564,490902,3438,469284,9403,13234,88567,585,420,56956,601
NorthStar Bank,Tampa,FL,33602,6/30/16,NM,214758,193083,269,130002,4312,1802,32888,50,118,455,1
Northstar Bank of Colorado,Denver,CO,80237,6/30/16,SM,608616,511157,3025,421218,1025,5268,56241,182,212,39135,471
Northview Bank,Sandstone,MN,55072,6/30/16,NM,318089,283185,2460,233527,10062,14924,52385,449,188,11093,171
Northway Bank,Berlin,NH,3570,6/30/16,NM,921903,827838,3166,563544,7799,12131,67711,595,294,0,0
Northwest Bank,Warren,PA,16365,6/30/16,SB,9001037,7803471,12449,7304876,558580,86097,620138,2874,2779,60935,585
Northwest Community Bank,Winsted,CT,6098,6/30/16,SB,343115,300813,934,249253,8526,3367,29137,94,118,3360,13
Northwestern Bank,Chippewa Falls,WI,54729,6/30/16,SM,412326,366185,5049,311054,3855,9094,63947,381,261,12371,146
Northwoods Bank of Minnesota,Park Rapids,MN,56470,6/30/16,SA,102452,90378,543,61906,3973,3928,21948,108,96,98,4
Norway Savings Bank,Norway,ME,4268,6/30/16,SB,1060735,914482,3831,852892,49868,32156,87494,604,401,617,11
Norwood Co-operative Bank,Norwood,MA,2062,6/30/16,SB,445932,380325,1151,340199,305,671,31321,27,96,0,0
NSB Bank,Mason City,IA,50401,6/30/16,NM,193470,174479,1978,146269,2513,14793,51282,472,171,27404,1048
NVE Bank,Englewood,NJ,7631,6/30/16,SB,677793,583271,1585,473609,325,675,28897,36,69,0,0
NXT Bank,Central City,IA,52214,6/30/16,NM,265463,237240,854,214656,1368,3819,37954,157,146,10733,134
O'Bannon Banking Company,Buffalo,MO,65622,6/30/16,NM,172238,155887,706,134237,5036,5978,16412,301,81,30582,683
Oak Bank,Chicago,IL,60611,6/30/16,NM,197813,164966,640,160015,503,757,25999,25,81,150,1
Oak Creek Valley Bank,Valparaiso,NE,68065,6/30/16,NM,80688,67927,523,49987,485,641,965,25,7,17157,229
Oak Valley Community Bank,Oakdale,CA,95361,6/30/16,SM,925435,843777,3593,577348,922,4880,112029,218,418,11286,69
Oak View National Bank,Warrenton,VA,20186,6/30/16,N,193131,174301,492,154582,2568,4663,41322,191,150,2105,22
Oakdale State Bank,Oakdale,IL,62268,6/30/16,NM,19912,17799,102,14360,828,2687,0,65,0,3822,100
Oakstar Bank,Springfield,MO,65807,6/30/16,SM,435311,396721,1864,387458,3864,3498,54528,111,224,7972,77
Oakworth Capital Bank,Birmingham,AL,35209,6/30/16,NM,417130,361178,1744,336987,9023,2774,61497,92,218,282,2
Ocean Bank,Miami,FL,33126,6/30/16,NM,3458938,3033988,9977,2689465,22331,23366,197105,578,653,354,2
Ocean City Home Bank,Ocean City,NJ,8226,6/30/16,SA,1040252,935141,3540,794464,380,4325,61580,142,260,0,0
OceanFirst Bank,Toms River,NJ,8753,6/30/16,SA,4052000,3638900,8642,3152034,5383,16048,401020,439,1311,2564,15
Oconee Federal Savings and Loan Association,Seneca,SC,29678,6/30/16,SA,486308,407557,3146,292192,4900,651,13786,19,60,2115,9
Oconee State Bank,Watkinsville,GA,30677,6/30/16,NM,314241,283961,1614,144563,4317,4363,27366,308,130,1295,19
Odin State Bank,Odin,MN,56160,6/30/16,NM,43219,38341,176,30685,2658,2079,2271,83,16,15703,241
Ohana Pacific Bank,Honolulu,HI,96814,6/30/16,NM,125392,109308,272,95198,506,1063,16416,39,52,0,0
Ohnward Bank and Trust,Cascade,IA,52033,6/30/16,NM,239405,210048,1030,180987,5399,5983,50767,532,221,83088,1431
Ojai Community Bank,Ojai,CA,93023,6/30/16,NM,238968,217913,653,196582,710,3956,49237,196,160,248,1
Okey-Vernon First National Bank,Corning,IA,50841,6/30/16,N,79500,68561,282,34158,1272,3577,0,129,0,14614,278
Oklahoma Bank and Trust Company,Clinton,OK,73601,6/30/16,NM,155437,132662,1002,73440,1910,2631,7107,116,42,20747,336
Oklahoma Heritage Bank,Roff,OK,74865,6/30/16,NM,99871,91363,471,71559,15708,7512,8470,296,49,6793,152
Oklahoma State Bank,Guthrie,OK,73044,6/30/16,NM,116956,104852,101,100308,1335,3072,29079,74,77,1223,27
Old Dominion National Bank,North Garden,VA,22959,6/30/16,N,56104,43330,-810,34881,519,1711,7908,53,39,465,2
Old Line Bank,Bowie,MD,20716,6/30/16,NM,1582917,1432543,5668,1254149,5687,13332,220101,417,742,1114,3
Old Mission Bank,Sault Sainte Mar,MI,49783,6/30/16,NM,107055,94701,256,64289,3764,5303,23087,227,146,426,9
Old Missouri Bank,Springfield,MO,65807,6/30/16,SM,320754,290830,1562,274069,6614,10360,35413,317,164,87578,885
Old National Bank,Evansville,IN,47708,6/30/16,N,14338577,12485838,58965,8874917,1293241,107313,831642,4589,3915,127661,1447
Old Plank Trail Community Bank  National Association,New Lenox,IL,60451,6/30/16,N,1236657,1112495,3151,854987,123146,102294,178970,15438,1072,344,2
Old Second National Bank,Aurora,IL,60506,6/30/16,N,2137304,1918209,9350,1166740,5794,5878,184983,211,718,5562,57
Olmsted National Bank,Rochester,MN,55901,6/30/16,N,64556,57344,344,51514,502,1696,18444,63,83,1289,7
Olympia Federal Savings and Loan Association,Olympia,WA,98507,6/30/16,SB,581299,489973,1111,435603,890,158,11424,5,28,0,0
OmniBank,Bay Springs,MS,39422,6/30/16,NM,46561,41022,-7,27966,4943,2893,5856,140,39,275,4
One American Bank,Centerville,SD,57014,6/30/16,NM,81036,66032,221,69312,14062,1500,14174,73,58,5349,61
One Bank and Trust  National Association,Little Rock,AR,72201,6/30/16,N,316624,301543,-3435,221302,12975,5659,47986,214,211,127,2
One South Bank,Chipley,FL,32428,6/30/16,NM,42647,36890,91,35865,1279,895,6746,35,31,4544,57
One World Bank,Dallas,TX,75229,6/30/16,NM,83358,73113,-43,53549,38,338,25368,9,95,0,0
OneUnited Bank,Boston,MA,2110,6/30/16,NM,632359,582649,639,443834,1859,78,4767,1,17,0,0
Oostburg State Bank,Oostburg,WI,53070,6/30/16,NM,191845,165430,852,142363,4705,4824,35293,142,154,4979,44
Open Bank,Los Angeles,CA,90017,6/30/16,NM,673267,596793,3174,586599,4598,885,106165,36,447,0,0
Opportunity Bank of Montana,Helena,MT,59601,6/30/16,SM,658379,590259,2299,465035,14784,8954,77491,388,323,1862,25
Optima Bank and Trust Company,Portsmouth,NH,3802,6/30/16,NM,397724,370981,610,330156,807,4495,59355,127,229,2283,7
OptimumBank,Plantation,FL,33324,6/30/16,NM,123448,114038,136,83650,2542,101,22185,3,52,0,0
Optum Bank  Inc.,Salt Lake City,UT,84120,6/30/16,NM,5478435,4636723,39465,462269,0,19771,73690,493,388,0,0
Opus Bank,Irvine,CA,92612,6/30/16,NM,7468202,6517011,33429,6125302,100,8598,197143,218,696,74,1
Orange County Trust Company,Middletown,NY,10940,6/30/16,SM,889529,799571,1556,495980,329,9134,103899,331,452,0,0
Oregon Coast Bank,Newport,OR,97365,6/30/16,NM,205911,181784,1486,101588,1872,4095,25034,144,115,7894,96
Oregon Community Bank and Trust,Oregon,WI,53575,6/30/16,SM,242023,210090,1667,215484,986,1936,39573,70,126,240,2
Oregon Pacific Banking Company dba Oregon Pacific Bank,Florence,OR,97439,6/30/16,SM,217069,196096,515,156867,1101,5631,59502,240,244,1185,12
Oregon Trail Bank,Guernsey,WY,82214,6/30/16,SM,35547,31281,-231,22355,1744,564,5120,22,24,1441,24
Oriental Bank,San Juan,PR,918,6/30/16,NM,6672200,5756404,28292,4535835,1212089,48673,325334,2740,3345,4017,47
Origin Bank,Choudrant,LA,71227,6/30/16,SM,3930879,3538429,5037,3203073,22028,48310,392791,1685,1434,10925,94
Oritani Bank,Township Of Wash,NJ,7676,6/30/16,SB,3668517,3211848,20351,3161908,57,725,77196,23,205,0,0
Ormsby State Bank,Ormsby,MN,56162,6/30/16,NM,26513,22446,208,12490,800,458,340,17,6,7279,72
Orrstown Bank,Shippensburg,PA,17257,6/30/16,SM,1310301,1183559,4808,838560,7173,7121,78527,339,391,7142,45
OSB Community Bank,Brooklyn,MI,49230,6/30/16,SM,66206,62825,-587,47303,229,3081,23092,74,121,556,8
Ossian State Bank,Ossian,IN,46777,6/30/16,NM,95526,86236,366,57519,647,1420,13094,45,57,7279,84
Ottawa Savings Bank,Ottawa,IL,61350,6/30/16,SA,216723,185251,672,152911,14225,4223,21699,137,89,267,5
Ouachita Independent Bank,Monroe,LA,71201,6/30/16,NM,667216,595200,5766,481245,5349,7744,77301,313,310,15205,168
Our Community Bank,Spencer,IN,47460,6/30/16,NM,64022,55782,189,44311,928,120,1384,3,7,442,9
Owen County State Bank,Spencer,IN,47460,6/30/16,NM,195307,176010,669,133825,6574,5428,26804,186,114,1376,17
Owingsville Banking Company,Owingsville,KY,40360,6/30/16,NM,61964,56585,168,44914,4148,4284,0,162,0,8209,260
Oxford Bank,Oxford,MI,48371,6/30/16,NM,327576,294309,719,239681,1899,2904,58975,71,194,308,3
Oxford Bank and Trust,Oak Brook,IL,60523,6/30/16,NM,492099,445774,1608,319132,48015,3995,62071,150,227,0,0
Oxford University Bank,Oxford,MS,38655,6/30/16,NM,126430,113892,476,96864,6026,5432,21536,221,80,1855,17
Ozark Bank,Ozark,MO,65721,6/30/16,NM,206865,181758,778,141598,1278,2343,23938,70,78,3177,42
Ozarks Federal Savings and Loan Association,Farmington,MO,63640,6/30/16,SA,217236,186794,603,167073,805,514,6841,11,31,95,1
Pacific Alliance Bank,Rosemead,CA,91770,6/30/16,NM,253434,223483,1512,203333,0,88,24743,1,63,0,0
Pacific City Bank,Los Angeles,CA,90010,6/30/16,NM,1116110,1011941,6320,967115,31164,4263,199751,224,1085,0,0
Pacific Coast Bankers' Bank,Walnut Creek,CA,94596,6/30/16,SM,870959,801883,3602,300498,0,0,26211,0,43,0,0
Pacific Commerce Bank,Los Angeles,CA,90013,6/30/16,SM,554592,495712,968,456653,0,4491,109514,89,452,0,0
Pacific Continental Bank,Eugene,OR,97401,6/30/16,NM,2028749,1795376,8377,1484152,3075,7187,455745,476,1415,401,2
Pacific Crest Savings Bank,Lynnwood,WA,98037,6/30/16,SB,199953,178696,1337,155466,313,0,20027,0,50,0,0
Pacific Enterprise Bank,Irvine,CA,92614,6/30/16,SM,468440,420287,1755,370670,0,31753,134164,1013,512,0,0
Pacific Global Bank,Chicago,IL,60616,6/30/16,SM,171215,151544,610,133326,0,656,9474,20,49,0,0
Pacific Mercantile Bank,Costa Mesa,CA,92626,6/30/16,SM,1084683,954845,-4019,871084,39459,3604,132771,271,290,0,0
Pacific National Bank,Miami,FL,33131,6/30/16,N,460304,404147,1713,304999,529,0,18776,1,50,47,1
Pacific Premier Bank,Irvine,CA,92614,6/30/16,SM,3595316,3100802,21367,2930735,4856,32518,538180,765,1686,0,0
Pacific Valley Bank,Salinas,CA,93901,6/30/16,NM,243804,215617,558,164345,2183,2321,44546,90,125,3363,25
Pacific West Bank,West Linn,OR,97068,6/30/16,NM,55811,49514,154,46538,560,548,21259,25,100,97,1
Pacific Western Bank,Beverly Hills,CA,90212,6/30/16,NM,21084952,16694024,175726,14636309,212446,26016,758519,1291,2283,378,4
Palm Beach Community Bank,West Palm Beach,FL,33411,6/30/16,SM,325710,287642,2710,259822,816,1203,28635,34,79,0,0
Palmetto Heritage Bank and Trust,Pawleys Island,SC,29585,6/30/16,NM,152147,137248,567,114357,3923,1732,19627,64,72,466,4
Palmetto State Bank,Hampton,SC,29924,6/30/16,NM,529589,449155,3379,184329,13339,7791,41542,370,201,8536,91
Palo Savings Bank,Palo,IA,52324,6/30/16,NM,32846,28091,301,17627,813,967,0,36,0,5766,163
Pan American Bank,Melrose Park,IL,60160,6/30/16,NM,292665,265345,681,220432,1687,2332,37729,71,139,0,0
Panola National Bank,Carthage,TX,75633,6/30/16,N,123679,111048,462,54389,8684,1777,7033,71,37,4621,115
Panora State Bank,Panora,IA,50216,6/30/16,NM,72217,58199,761,24072,665,1338,1867,58,14,2768,66
Paper City Savings Association,Wisconsin Rapids,WI,54494,6/30/16,SA,158875,139721,486,126487,3334,203,3301,4,11,0,0
Paradise Bank,Boca Raton,FL,33431,6/30/16,SM,325708,290676,2433,229701,1899,1535,35061,45,152,0,0
Paragon Bank,Wells,MN,56097,6/30/16,NM,27635,24520,130,21430,985,1375,2094,55,15,8440,109
Paragon Commercial Bank,Raleigh,NC,27612,6/30/16,NM,1454471,1307604,6717,1104758,4179,13529,162768,351,501,0,0
Park Bank,Holmen,WI,54636,6/30/16,NM,52922,45054,165,31711,1475,2088,10207,98,85,801,4
Park Ridge Community Bank,Park Ridge,IL,60068,6/30/16,NM,288935,251396,2753,166915,61,818,15216,27,70,0,0
Park State Bank,Duluth,MN,55806,6/30/16,NM,39115,32613,-60,29312,1985,255,3146,8,16,0,0
Park Sterling Bank,Charlotte,NC,28204,6/30/16,NM,3166050,2763375,10643,2338864,19074,29505,335128,1461,1456,4845,41
Parke Bank,Sewell,NJ,8080,6/30/16,NM,925914,791354,11538,783388,17483,2693,110960,53,362,0,0
Parkside Financial Bank and Trust,Clayton,MO,63105,6/30/16,NM,392626,355970,2021,317085,1426,1412,35069,27,123,0,0
Parkway Bank and Trust Company,Harwood Heights,IL,60656,6/30/16,NM,2463545,2216894,8758,1859901,1688,2468,126547,60,356,0,0
Partners Bank of California,Mission Viejo,CA,92691,6/30/16,NM,163019,141279,339,129661,1080,525,20838,13,79,0,0
Partnership Bank,Cedarburg,WI,53012,6/30/16,NM,252061,229184,661,209051,3741,4361,38825,142,175,7935,73
Passumpsic Savings Bank,Saint Johnsbury,VT,5819,6/30/16,SB,616925,545669,1360,483050,58221,23478,107560,659,436,915,12
Pathfinder Bank,Oswego,NY,13126,6/30/16,NM,670285,603300,1878,450601,5180,13841,90327,420,398,814,7
Pathway Bank,Cairo,NE,68824,6/30/16,NM,140507,123872,467,108428,3431,3460,13702,134,69,35661,377
Patriot Bank,Tulsa,OK,74137,6/30/16,SM,278789,249674,2665,249380,572,3152,45777,107,162,279,1
Patriot Bank  National Association,Stamford,CT,6901,6/30/16,N,652861,581223,1741,528654,5918,5332,68276,233,191,0,0
Patriot Community Bank,Woburn,MA,1801,6/30/16,SM,183653,162816,729,132461,171,783,20841,19,65,0,0
Patriot Federal Bank,Canajoharie,NY,13317,6/30/16,SA,135672,123090,217,106188,8328,4768,20120,196,103,3803,83
Patriots Bank,Garnett,KS,66032,6/30/16,NM,96670,86330,631,66744,2685,3057,24551,140,77,9755,153
Patterson State Bank,Patterson,LA,70392,6/30/16,NM,222722,199523,910,147495,6026,4289,17755,176,77,0,0
Pavillion Bank,Richardson,TX,75080,6/30/16,NM,72367,61969,592,48870,666,1475,6268,60,31,0,0
PBI Bank,Louisville,KY,40223,6/30/16,NM,915833,856251,3479,624136,9853,11336,49033,524,309,48874,932
PBK BANK  INC.,Stanford,KY,40484,6/30/16,NM,111446,98251,610,78237,3755,4563,15790,190,56,8228,195
PCSB Bank,Clarinda,IA,51632,6/30/16,NM,205758,181938,329,138091,9810,36117,0,467,0,46833,785
PCSB Commercial Bank,Brewster,NY,10509,6/30/16,NM,57628,49716,107,0,0,0,0,0,0,0,0
Peach State Bank and Trust,Gainesville,GA,30501,6/30/16,NM,176268,159748,550,108536,5203,1243,28331,62,117,1376,5
Peapack-Gladstone Bank,Gladstone,NJ,7934,6/30/16,SM,3604124,3271861,12389,3213323,54301,3450,81965,148,326,174,1
Pearland State Bank,Pearland,TX,77581,6/30/16,NM,187154,164007,1128,36674,1807,629,9001,26,29,0,0
Pee Dee Federal Savings Bank,Marion,SC,29571,6/30/16,SA,37575,30459,-29,15564,3504,2014,4102,64,18,74,1
Pegasus Bank,Dallas,TX,75209,6/30/16,NM,439980,407166,1704,272199,31463,1024,36788,33,144,308,2
Pelham Banking Company,Pelham,GA,31779,6/30/16,NM,75250,63655,524,25089,2773,1522,2721,74,13,6296,111
Pendleton Community Bank  Inc.,Franklin,WV,26807,6/30/16,NM,274847,239385,1651,210781,11132,7066,29246,285,133,16235,296
Penn Community Bank,Perkasie,PA,18944,6/30/16,SB,1858068,1602297,3540,1214328,6229,5752,116722,193,393,767,4
Penn Liberty Bank,Wayne,PA,19087,6/30/16,NM,717717,661221,1698,503802,234,9509,134606,437,518,0,0
PennCrest Bank,Altoona,PA,16601,6/30/16,SB,176706,149351,841,109499,9421,111,724,5,6,0,0
Pentucket  Bank,Haverhill,MA,1830,6/30/16,SB,654667,571727,2339,477811,1364,4150,80699,154,348,228,3
People's Bank and Trust Company of Pickett County,Byrdstown,TN,38549,6/30/16,NM,112828,99001,602,81900,12424,22996,0,391,0,13388,308
People's Intermountain Bank,American Fork,UT,84003,6/30/16,NM,1546804,1363693,11263,1107743,14631,13154,200646,472,833,21934,318
People's United Bank  National Association,Bridgeport,CT,6604,6/30/16,N,39736591,34764598,138952,29130700,47812,252727,2323618,9564,10810,7937,80
PeopleFirst Bank,Joliet,IL,60435,6/30/16,NM,112324,98285,182,80908,247,1000,17802,24,60,375,1
Peoples Bank,Lebanon,KY,40033,6/30/16,NM,53775,48695,181,27399,1664,2230,8415,71,35,3087,45
PEOPLES BANK,Sheridan,AR,72150,6/30/16,SM,137635,118278,871,69011,4963,6160,20068,281,116,2771,48
Peoples Bank and Trust,Pana,IL,62557,6/30/16,NM,390045,354324,3679,293366,1154,10498,49109,405,196,80034,819
PEOPLES BANK OF MIDDLE TENNESSEE,Shelbyville,TN,37160,6/30/16,NM,129231,114158,694,99665,9087,6545,19614,254,73,7216,74
Peoples Bank of Moniteau County,Jamestown,MO,65046,6/30/16,NM,61953,56553,89,39993,2704,2258,5121,105,24,10750,233
Peoples Community Bank,Montross,VA,22520,6/30/16,SM,165090,150279,539,137955,1421,3016,25289,76,90,303,4
Peoples Exchange Bank,Belleville,KS,66935,6/30/16,SM,62665,53845,278,42523,901,6404,0,87,0,11929,121
Peoples Federal Savings and Loan Association,Sidney,OH,45365,6/30/16,SA,111341,96388,247,83429,2204,2042,5617,89,37,11812,133
Peoples First Savings Bank,Mason,OH,45040,6/30/16,SA,69516,62642,70,52017,20,817,6246,14,37,0,0
Peoples Independent Bank,Boaz,AL,35957,6/30/16,NM,203056,181560,1327,100273,2546,5603,27458,248,117,2479,60
Peoples National Bank,Colorado Springs,CO,80918,6/30/16,N,352185,315977,3669,270573,292,987,25177,46,99,0,0
Peoples Savings and Loan Association of Monticello Indiana,Monticello,IN,47960,6/30/16,SA,33081,20344,26,20703,97,78,614,1,2,0,0
Peoples Security Bank and Trust Company,Scranton,PA,18503,6/30/16,NM,1905145,1656574,9835,1464808,124548,26476,218933,1065,1072,952,8
Peoples Southern Bank,Clanton,AL,35045,6/30/16,SM,172517,149094,914,55399,6602,4713,10554,156,41,2661,69
Peoples State Bank,Summit,SD,57266,6/30/16,NM,64886,57613,852,48090,2646,1914,6665,69,35,16614,193
Peoples Trust and Savings Bank,Clive,IA,50325,6/30/16,NM,302676,273535,1618,233963,7943,8949,26451,373,116,54284,713
PeoplesBank,Holyoke,MA,1040,6/30/16,SB,2052696,1856739,5655,1542562,2037,5365,136854,185,359,0,0
PeoplesBank  a Codorus Valley Company,York,PA,17403,6/30/16,NM,1500673,1341169,6187,1169109,8830,15012,161586,542,603,24519,186
PeoplesSouth Bank,Colquitt,GA,39837,6/30/16,NM,709167,640853,3084,427903,32123,14548,76936,654,348,26575,512
PeoplesTrust Bank,Hamilton,AL,35570,6/30/16,NM,91270,81356,376,56528,4762,6779,17791,302,95,4344,53
Perennial Bank,Darwin,MN,55324,6/30/16,NM,97399,88035,364,27054,4073,2500,3934,129,27,7075,81
Perpetual Federal Savings Bank,Urbana,OH,43078,6/30/16,SA,387363,320821,2597,338076,5925,1085,29887,31,119,2061,14
Persons Banking Company,Forsyth,GA,31029,6/30/16,NM,325923,304735,713,216359,8911,7932,48885,311,213,9225,142
Peru Federal Savings Bank,Peru,IL,61354,6/30/16,SA,144101,125455,422,64985,2723,940,7870,38,32,1074,5
Petefish  Skiles and Co.,Virginia,IL,62691,6/30/16,NM,174102,149667,1003,102988,14844,5642,11537,191,64,16252,181
Petit Jean State Bank,Morrilton,AR,72110,6/30/16,SM,185114,163065,1064,84352,5026,6966,21761,335,111,2104,20
Phelps County Bank,Rolla,MO,65401,6/30/16,NM,356082,328910,2496,202948,8273,7847,22445,389,132,6826,91
Phenix-Girard Bank,Phenix City,AL,36867,6/30/16,NM,180916,153258,1025,70210,1053,2254,11092,130,43,17,1
Philo Exchange Bank,Philo,IL,61864,6/30/16,NM,88078,77937,381,52342,1117,685,2859,33,18,10302,98
Phoenixville Federal Bank and Trust,Phoenixville,PA,19460,6/30/16,SB,415310,366419,924,257808,477,2571,39178,127,150,0,0
Pickens Savings and Loan Association  FA,Pickens,SC,29671,6/30/16,SA,92625,82508,234,56222,860,957,10379,48,44,0,0
Piedmont Federal Savings Bank,Winston Salem,NC,27103,6/30/16,SA,896025,670825,1195,506763,57,21,784,1,2,0,0
Pigeon Falls State Bank,Pigeon Falls,WI,54760,6/30/16,NM,74311,65971,225,58859,519,1228,9736,62,44,19515,213
Piggott State Bank,Piggott,AR,72454,6/30/16,SM,82095,73473,541,32551,2838,8600,0,193,0,5651,87
Pike National Bank,Mccomb,MS,39648,6/30/16,N,229646,198899,898,136234,14156,11979,23379,676,130,694,11
