CFG Community Bank,Lutherville,MD,21093,6/30/16,SM,691476,613459,5037,584208,2011,794,53785,22,147,0,0
CFSBANK,Charleroi,PA,15022,6/30/16,SA,522404,449275,805,273131,8140,1839,38044,49,87,260,4
Chain Bridge Bank  National Association,Mclean,VA,22101,6/30/16,N,520139,481049,1539,195724,5209,496,18912,41,75,0,0
Chambers Bank,Danville,AR,72833,6/30/16,NM,672615,581853,4096,550261,5294,4018,37955,192,162,13249,242
Chambers State Bank,Chambers,NE,68725,6/30/16,NM,42644,31869,308,27048,1476,1375,1950,53,14,15709,294
Champion Bank,Parker,CO,80134,6/30/16,NM,46533,39075,843,37279,84,295,13757,14,42,0,0
Champlain National Bank,Elizabethtown,NY,12932,6/30/16,N,293651,270792,846,176625,2810,5542,48783,207,196,63,6
Chappell Hill Bank,Chappell Hill,TX,77426,6/30/16,NM,26543,23952,155,13018,767,444,2896,20,12,2103,25
Charles River Bank,Medway,MA,2053,6/30/16,SM,229110,209826,332,158645,2617,1806,45234,65,114,0,0
Charles Schwab Bank,Reno,NV,89502,6/30/16,SA,153862000,143316000,691000,14684000,3467000,0,0,0,0,0,0
Charlevoix State Bank,Charlevoix,MI,49720,6/30/16,NM,174298,158870,1252,106340,4222,6586,32515,250,159,122,3
Charlotte State Bank and Trust,Port Charlotte,FL,33953,6/30/16,NM,324794,295806,2864,174373,729,2586,53252,79,187,0,0
Charter Bank,Corpus Christi,TX,78410,6/30/16,NM,267997,240940,3447,122944,1519,6315,29009,297,134,652,3
CHARTER WEST BANK,West Point,NE,68788,6/30/16,SM,224823,203512,1410,174574,6831,6385,31266,293,132,45355,596
CharterBank,West Point,GA,31833,6/30/16,SA,1426129,1237366,4319,1009047,15637,21264,186156,810,874,4179,24
Chase Bank USA  National Association,Wilmington,DE,19801,6/30/16,N,146939176,117738761,832125,97510082,91364912,6073018,70851,1993302,862,0,0
Chattahoochee Bank of Georgia,Gainesville,GA,30501,6/30/16,NM,184108,162418,551,145184,1221,1935,42539,68,130,419,2
Cheaha Bank,Oxford,AL,36203,6/30/16,NM,199465,174813,1599,107636,10326,7500,26140,288,141,1,1
Chelsea Groton Bank,Norwich,CT,6360,6/30/16,SB,1008925,860007,3310,717620,6034,7633,77609,312,326,0,0
Chelsea Savings Bank,Belle Plaine,IA,52208,6/30/16,NM,124688,101951,1097,48283,2454,1994,5478,83,32,9811,109
Chelsea State Bank,Chelsea,MI,48118,6/30/16,SM,268204,236650,1651,161992,1126,5423,62606,154,211,102,4
Chelten Hills Savings Bank,Abington,PA,19001,6/30/16,SB,28901,25612,-294,22258,7,100,442,1,2,0,0
Chemical Bank,Midland,MI,48640,6/30/16,SM,9490202,8438050,52623,7661259,1055418,173159,1247963,5572,5450,75030,805
Chemung Canal Trust Company,Elmira,NY,14902,6/30/16,SM,1681818,1543100,4438,1201965,163680,13508,117580,453,451,3490,39
Cherokee State Bank,Cherokee,IA,51012,6/30/16,NM,203698,178606,1609,121685,2099,1193,11095,60,48,21967,205
Chesapeake Bank,Kilmarnock,VA,22482,6/30/16,SM,704297,623670,4104,463906,8147,5608,87719,226,378,730,5
Chester County Bank,Henderson,TN,38340,6/30/16,NM,70949,63361,319,26956,4331,2748,3786,105,26,1959,42
Chester National Bank,Chester,IL,62233,6/30/16,N,95602,86770,326,38858,1255,561,4966,15,19,0,0
Chesterfield State Bank,Chesterfield,IL,62630,6/30/16,NM,20441,18413,125,17268,2519,2420,0,66,0,3895,98
Chetopa State Bank and Trust Co.,Chetopa,KS,67336,6/30/16,SM,32260,28936,203,21052,1364,2746,0,63,0,10990,307
Cheyenne State Bank,Cheyenne,WY,82001,6/30/16,NM,43481,37353,60,29232,1159,2070,9651,76,51,202,3
Chicopee Savings Bank,Chicopee,MA,1013,6/30/16,SB,701005,623286,1460,605692,2646,11364,99790,405,452,0,0
Chillicothe State Bank,Chillicothe,MO,64601,6/30/16,NM,135579,124285,655,65569,4800,1984,8620,86,39,14418,210
Chinatown Federal Savings Bank,New York,NY,10002,6/30/16,SA,136053,106544,323,83061,324,419,30018,9,106,0,0
Chino Commercial Bank  N.A.,Chino,CA,91710,6/30/16,N,178425,162813,829,102617,518,782,42495,28,121,0,0
Chippewa Valley Bank,Winter,WI,54896,6/30/16,NM,341789,310146,2981,259442,2134,9866,55782,311,227,2183,26
Chisholm Trail State Bank,Wichita,KS,67219,6/30/16,NM,71316,64471,132,33859,1992,1436,5623,70,25,3549,33
Choice bank,Oshkosh,WI,54904,6/30/16,NM,303400,275560,1543,257097,756,2416,58255,77,171,333,5
Choice Financial Group,Fargo,ND,58104,6/30/16,NM,1134745,1009864,13144,1011286,14805,31546,126442,1332,672,212064,2793
ChoiceOne Bank,Sparta,MI,49345,6/30/16,SM,587570,518716,2756,359976,21153,8275,74018,296,344,14007,156
CIBM Bank,Champaign,IL,61821,6/30/16,NM,614368,552713,2051,473056,1313,1993,62115,69,209,895,5
Ciera Bank,Graham,TX,76450,6/30/16,SM,509899,442001,5204,400437,9769,5331,61474,255,247,6620,93
Cincinnati Federal,Cincinnati,OH,45247,6/30/16,SA,152654,135138,204,132223,30,828,8856,19,41,0,0
Cissna Park State Bank,Cissna Park,IL,60924,6/30/16,NM,59299,53760,260,26657,558,1507,2100,69,6,14982,185
CIT BANK  NATIONAL ASSOCIATION,Pasadena,CA,91101,6/30/16,N,43412838,37995308,-9729,29754086,1392,604551,856402,28672,5713,23314,325
Citibank  National Association,Sioux Falls,SD,57104,6/30/16,N,1365660000,1216220000,6373000,607532000,158666000,6865000,1485000,2673978,6663,21000,4209
Citizen's Bank,Ville Platte,LA,70586,6/30/16,NM,248829,213508,1155,131171,10863,5015,13435,237,70,7123,120
Citizens and Northern Bank,Wellsboro,PA,16901,6/30/16,NM,1216654,1046224,7346,728223,12134,16580,80420,926,478,10799,236
Citizens 1st Bank,Tyler,TX,75701,6/30/16,SM,728674,566309,7231,279314,9513,4702,39722,118,120,762,12
Citizens Alliance Bank,Clara City,MN,56222,6/30/16,NM,672647,608407,5311,451485,11809,18683,66221,772,318,59837,749
Citizens and Farmers Bank,West Point,VA,23181,6/30/16,NM,1406813,1247342,7857,1019601,307494,4995,62214,250,263,775,12
Citizens Bank,Mount Vernon,KY,40456,6/30/16,NM,146656,131246,625,107299,7351,3592,16631,141,75,6767,119
Citizens Building and Loan  SSB,Greer,SC,29651,6/30/16,SB,125248,98871,426,83559,359,640,9982,16,44,0,0
Citizens Business Bank,Ontario,CA,91764,6/30/16,NM,8305664,7299637,50158,4237928,15894,23668,612624,1034,2317,16739,96
Citizens Commerce National Bank,Versailles,KY,40383,6/30/16,N,218748,205377,557,134185,2485,1724,24156,78,91,8137,53
Citizens Deposit Bank and Trust,Vanceburg,KY,41179,6/30/16,NM,404045,361681,2242,271721,10678,8147,31600,384,133,10252,229
Citizens Federal Savings and Loan Association,Covington,KY,41011,6/30/16,SA,37169,26829,436,20364,2,2,0,1,0,0,0
Citizens First Bank,Viroqua,WI,54665,6/30/16,NM,182866,160862,1201,136378,6357,8591,34958,252,149,28195,320
Citizens Guaranty Bank,Richmond,KY,40475,6/30/16,NM,152892,140570,424,127949,10379,4591,22464,173,113,3953,49
Citizens Independent Bank,Saint Louis Park,MN,55416,6/30/16,NM,289731,257591,348,184079,22421,4333,32153,150,152,12,1
Citizens National Bank,Cameron,TX,76520,6/30/16,N,413548,369360,1972,159076,3023,4715,27519,210,105,13670,311
Citizens Progressive Bank,Winnsboro,LA,71295,6/30/16,NM,157662,140270,745,118237,8985,6828,22106,225,98,7769,91
Citizens Savings and Loan Association  FSB,Leavenworth,KS,66048,6/30/16,SA,199816,161585,467,79254,1074,46,671,1,5,428,1
Citizens State Bank,Paola,KS,66071,6/30/16,NM,83743,66462,397,23724,360,608,3084,26,18,4666,47
Citizens Tri-County Bank,Dunlap,TN,37327,6/30/16,NM,717093,641000,5386,363501,66947,11388,40323,339,183,7802,93
Citizens Trust Bank,Atlanta,GA,30303,6/30/16,SM,413372,361674,1243,199155,7351,2163,34816,82,137,0,0
Citizens Union Bank of Shelbyville,Shelbyville,KY,40065,6/30/16,NM,558811,483611,2801,433418,2177,4371,35434,176,179,17170,175
Citizens' Bank and Trust Co.,Van Buren,AR,72956,6/30/16,SM,388125,340969,2849,228726,23098,8287,47261,354,203,2218,47
City Bank,Lubbock,TX,79407,6/30/16,NM,2556556,2313171,15129,1708352,134511,23063,151861,897,674,34428,375
City Bank and Trust Co.,Lincoln,NE,68516,6/30/16,NM,148945,127967,256,100673,2113,2732,24768,122,101,5131,74
City First Bank of D.C.  National Association,Washington,DC,20009,6/30/16,N,231846,196783,547,148585,1,202,16783,5,44,0,0
City National Bank,Los Angeles,CA,90210,6/30/16,N,41979000,38780364,119359,26049855,1014004,67930,810406,2070,2783,0,0
City Savings Bank and Trust Company,Deridder,LA,70634,6/30/16,NM,323103,288015,2992,242663,18391,11346,50417,449,214,3519,43
City State Bank,Norwalk,IA,50211,6/30/16,NM,339259,309812,1966,240702,3625,3047,30157,106,121,21004,222
Citywide Banks,Aurora,CO,80010,6/30/16,NM,1342786,1207196,5548,994883,6354,4848,130377,236,479,0,0
Civic Bank and Trust,Nashville,TN,37203,6/30/16,NM,154616,132844,334,107444,3056,3907,9741,40,30,8,1
Civis Bank,Rogersville,TN,37857,6/30/16,NM,107592,103280,-384,71712,1652,2575,19474,76,113,1645,19
Civista Bank,Sandusky,OH,44870,6/30/16,SM,1358611,1200786,10627,1034089,18087,13131,185118,506,826,19095,222
Clackamas County Bank,Sandy,OR,97055,6/30/16,NM,200415,175508,1436,112781,1167,965,27051,43,108,1166,11
Clare Bank  National Association,Platteville,WI,53818,6/30/16,N,282785,249288,2027,148286,4837,18208,0,256,0,34989,348
Claremont Savings Bank,Claremont,NH,3743,6/30/16,SB,383323,329142,1177,286332,6916,7422,34417,293,164,991,3
Clarence State Bank,Clarence,MO,63437,6/30/16,NM,18669,14445,56,8122,606,804,257,37,2,3808,112
Clarion County Community Bank,Clarion,PA,16214,6/30/16,NM,137770,122673,373,114142,2614,11831,28409,284,145,986,7
Clarke County State Bank,Osceola,IA,50213,6/30/16,NM,103716,91772,398,72791,1170,2094,9301,85,41,23140,328
Clarkson Bank,Clarkson,NE,68629,6/30/16,NM,56256,48994,383,26120,704,2329,0,70,0,16884,301
Clarkston State Bank,Clarkston,MI,48346,6/30/16,NM,175589,156956,607,139425,6348,1870,52342,67,153,0,0
Classic Bank  National Association,Cameron,TX,76520,6/30/16,N,304283,274381,1703,195518,7193,6900,34755,247,149,37507,443
Clatsop Community Bank,Seaside,OR,97138,6/30/16,NM,82234,72099,269,53587,1376,2652,21999,128,63,842,15
Clay County Bank  Inc.,Clay,WV,25043,6/30/16,NM,83803,71873,440,50639,11463,2763,0,71,0,0,0
Clay County Savings Bank,Liberty,MO,64068,6/30/16,NM,93281,82908,102,66938,206,652,10569,24,38,0,0
Clayton Bank and Trust,Knoxville,TN,37902,6/30/16,NM,822646,674007,14126,708478,103351,5965,62600,272,249,1857,33
Clear Lake Bank and Trust Company,Clear Lake,IA,50428,6/30/16,SM,368521,335064,3321,303532,19511,14079,72495,477,315,32574,314
Clear Mountain Bank,Bruceton Mills,WV,26525,6/30/16,SM,541566,482712,2721,420895,38052,14731,69597,506,308,1497,19
Clearfield Bank and Trust Company,Clearfield,PA,16830,6/30/16,NM,462147,405684,1765,358857,14222,8992,53099,300,223,14156,121
ClearPoint Federal Bank and Trust,Batesville,IN,47006,6/30/16,SA,102859,85319,456,0,0,0,0,0,0,0,0
Cleo State Bank,Cleo Springs,OK,73729,6/30/16,NM,96169,78477,1168,32476,5752,3066,7325,115,36,7800,110
Cleveland State Bank,Cleveland,WI,53015,6/30/16,NM,105744,93814,409,63220,4137,2942,6384,172,43,10003,129
Clifton Savings Bank,Clifton,NJ,7013,6/30/16,SA,1280069,1036390,1855,831556,619,0,19978,0,56,0,0
Clinton Bank,Clinton,KY,42031,6/30/16,NM,60401,48999,297,33449,1210,1049,2825,57,12,12468,178
Clinton Savings Bank,Clinton,MA,1510,6/30/16,SB,527016,473618,1475,393978,10024,3380,54267,103,189,275,1
Clover Community Bank,Clover,SC,29710,6/30/16,NM,125301,111474,646,70036,3912,5280,17765,152,92,828,10
CNB,Centreville,MD,21617,6/30/16,SM,499015,445940,2002,376957,2622,3839,53341,215,200,6366,56
CNB Bank,Clearfield,PA,16830,6/30/16,NM,2314143,2099326,9389,1647506,56110,85791,221794,2961,1150,7488,82
CNB Bank and Trust  N.A.,Carlinville,IL,62626,6/30/16,N,888401,810079,4312,659867,11790,21228,134309,770,572,105702,1019
CNB Bank  Inc.,Berkeley Springs,WV,25411,6/30/16,NM,327635,297898,966,226529,8222,3931,24495,118,92,0,0
Coast National Bank,San Luis Obispo,CA,93401,6/30/16,N,149536,130653,343,96019,148,1105,27471,46,152,0,0
Coastal Bank and Trust,Jacksonville,NC,28546,6/30/16,SM,94728,86932,141,70905,471,2262,29850,78,104,664,5
Coastal Carolina National Bank,Myrtle Beach,SC,29577,6/30/16,N,190791,173596,246,138325,5524,2209,27033,75,105,0,0
Coastal Commerce Bank,Houma,LA,70360,6/30/16,NM,438697,395049,4411,338661,12995,7572,64352,312,278,122,2
Coastal Community Bank,Everett,WA,98201,6/30/16,SM,646390,585578,2321,532348,1170,6636,127399,238,456,1259,13
Coastal Heritage Bank,Weymouth,MA,2188,6/30/16,SB,489618,445313,731,391315,2153,2530,55423,93,219,0,0
CoastalStates Bank,Hilton Head Isla,SC,29928,6/30/16,NM,439648,403132,1212,309702,33133,1346,47410,61,161,0,0
Coastway Community Bank,Providence,RI,2903,6/30/16,SB,594812,539590,1598,530184,1161,9195,97310,289,416,0,0
Coatesville Savings Bank,Coatesville,PA,19320,6/30/16,SB,207832,189352,660,169627,282,2652,25913,100,90,5245,62
CoBiz Bank,Denver,CO,80202,6/30/16,SM,3424148,3060360,18786,2806555,26770,12162,282142,718,1547,221,1
Coconut Grove Bank,Miami,FL,33133,6/30/16,SM,677455,573799,2693,225390,1432,781,26139,35,94,0,0
Coffee County Bank,Manchester,TN,37355,6/30/16,NM,153449,134789,2075,126997,18262,1505,11783,35,50,1197,11
Colchester State Bank,Colchester,IL,62326,6/30/16,NM,57865,48941,301,24641,2709,8895,0,194,0,4491,108
Coleman County State Bank,Coleman,TX,76834,6/30/16,NM,102796,92080,1107,87389,3698,3932,10453,207,56,12039,280
Colfax Banking Company,Colfax,LA,71417,6/30/16,NM,102605,91824,524,46156,2888,1860,6242,60,33,707,8
Collegiate Peaks Bank,Buena Vista,CO,81211,6/30/16,SM,409724,360665,2341,293723,1444,5126,66291,131,220,594,14
Collins State Bank,Collins,WI,54207,6/30/16,NM,67365,60733,283,45407,2710,2967,12562,86,58,3635,46
Collinsville Building and Loan Association,Collinsville,IL,62234,6/30/16,SA,120834,87816,334,84873,49,146,0,4,0,0,0
Colombo Bank,Rockville,MD,20850,6/30/16,SA,201912,181619,125,152485,519,890,27061,32,73,0,0
Colonial Co-operative Bank,Gardner,MA,1440,6/30/16,SB,71935,66408,63,61592,432,228,1146,8,10,0,0
Colonial Federal Savings Bank,Quincy,MA,2170,6/30/16,SA,286212,246584,1109,150509,1518,40,9620,2,22,0,0
Colonial Savings  F.A.,Fort Worth,TX,76102,6/30/16,SA,1304046,1065567,2324,633646,3991,730,17803,24,58,0,0
Colony Bank,Fitzgerald,GA,31750,6/30/16,NM,1145128,1021940,4648,763827,19936,28433,128615,1368,558,59636,855
Colorado East Bank and Trust,Lamar,CO,81052,6/30/16,NM,751657,662984,2333,464509,6432,11979,60241,527,284,84146,1073
Colorado Federal Savings Bank,Greenwood Villag,CO,80111,6/30/16,SA,1786908,1591414,2066,497295,0,0,0,0,0,0,0
Colorado National Bank,Palisade,CO,81526,6/30/16,N,57915,52186,-509,41358,104,122,16439,40,46,101,2
Columbia Bank,Lake City,FL,32055,6/30/16,NM,198037,177964,22,133619,1690,3130,31126,122,131,993,14
Columbia National Bank,Columbia,IL,62236,6/30/16,N,48685,42820,492,26815,1366,1822,9469,83,48,1126,19
Columbia Savings and Loan Association,Milwaukee,WI,53205,6/30/16,SA,23415,21204,-20,18921,201,477,4549,11,23,0,0
Columbia State Bank,Tacoma,WA,98402,6/30/16,NM,9347938,8085760,47085,6114792,48571,49957,973615,2710,3837,119438,1007
Columbus Bank and Trust Company,Columbus,NE,68601,6/30/16,NM,120825,106911,747,88138,2277,4186,18097,163,84,19155,185
Columbus First Bank,Worthington,OH,43085,6/30/16,NM,315454,288877,1185,250600,10,2951,66981,94,219,64,1
Columbus State Bank,Columbus,TX,78934,6/30/16,NM,94881,82611,311,7787,339,302,2091,17,9,2702,40
Comenity Bank,Wilmington,DE,19803,6/30/16,NM,10431481,8934773,225017,9568411,9568411,0,0,0,0,0,0
Comenity Capital Bank,Salt Lake City,UT,84121,6/30/16,NM,5282641,4575598,75995,4748196,4723515,24676,0,8609,0,0,0
Comerica Bank,Dallas,TX,75201,6/30/16,SM,71313768,63714125,187596,50389832,630989,143219,2208380,5213,7912,8123,67
Commencement Bank,Tacoma,WA,98402,6/30/16,SM,189624,166416,606,149026,1864,2384,47433,83,181,444,1
Commerce Bank,Geneva,MN,56035,6/30/16,NM,167802,142513,666,135061,156,666,16519,29,59,11605,88
Commerce Community Bank,Oak Grove,LA,71263,6/30/16,NM,56968,50946,297,32297,1745,3086,8292,180,44,8078,87
Commerce National Bank and Trust,Winter Park,FL,32789,6/30/16,N,88456,77685,991,69329,372,896,24111,40,88,0,0
Commerce State Bank,West Bend,WI,53095,6/30/16,NM,467900,425321,2077,391320,808,20154,98738,248,326,1287,9
Commerce West Bank,Irvine,CA,92612,6/30/16,SM,504176,442167,2309,353934,332,908,40807,34,155,0,0
Commercial Bank,West Liberty,KY,41472,6/30/16,NM,143940,122292,761,69074,8336,5094,19277,196,78,1455,82
Commercial Capital Bank,Delhi,LA,71232,6/30/16,NM,98476,86927,605,83639,2765,2891,8708,131,48,22434,288
Commercial National Bank of Texarkana,Texarkana,TX,75503,6/30/16,N,204584,186989,1349,105116,4835,9946,33721,406,182,1083,16
Commercial Savings Bank,Carroll,IA,51401,6/30/16,SM,156084,143354,1019,114342,4953,6020,24707,197,115,12236,199
Commercial State Bank,Republican City,NE,68971,6/30/16,NM,61475,44434,508,20756,341,2388,0,103,0,18021,428
Commercial Trust Company of Fayette,Fayette,MO,65248,6/30/16,NM,122888,110200,712,76241,5538,2574,3016,108,22,10061,279
Commodore Bank,Somerset,OH,43783,6/30/16,NM,82758,75408,101,45656,5323,9229,0,104,0,1926,27
Commonwealth Bank and Trust Company,Louisville,KY,40207,6/30/16,NM,938247,848413,3466,613165,27585,8756,91274,257,409,6659,36
COMMONWEALTH BUSINESS BANK,Los Angeles,CA,90010,6/30/16,SM,825493,728448,6242,714175,2892,4824,157456,154,771,0,0
Commonwealth Co-operative Bank,Hyde Park,MA,2136,6/30/16,SA,178362,153185,508,125898,366,259,9317,11,29,0,0
Community  Bank,Lexington,TN,38351,6/30/16,SM,133374,120709,750,105306,5263,4828,22952,234,78,2638,67
Community and Southern Bank,Atlanta,GA,30339,6/30/16,NM,3948965,3463623,25479,3119079,912931,15021,232127,565,1036,1853,34
Community 1st Bank,Auburn,CA,95603,6/30/16,NM,316905,287466,675,178229,1690,1606,54852,55,180,0,0
Community Bank,Avon,SD,57315,6/30/16,NM,55701,47236,227,21994,2662,809,3082,36,12,6488,89
COMMUNITY BANK OF OKLAHOMA,Verden,OK,73092,6/30/16,NM,39982,34774,386,28781,3257,5736,8394,251,44,3733,95
Community Bank of Parkersburg,Parkersburg,WV,26101,6/30/16,NM,234248,208101,1842,188220,16802,7454,23981,286,120,362,1
COMMUNITY BANK OF SNYDER,Snyder,TX,79549,6/30/16,NM,115618,104210,54,50999,2000,1657,8185,33,22,7135,79
Community Bank of the Bay,Oakland,CA,94612,6/30/16,NM,259045,235060,981,198057,188,2381,64781,47,216,331,2
Community Business Bank,West Sacramento,CA,95605,6/30/16,NM,260117,231423,1502,194552,201,1820,33098,48,115,4957,30
Community Capital Bank of Virginia,Christiansburg,VA,24073,6/30/16,SM,114239,97200,485,88530,0,489,7164,13,20,0,0
Community Commerce Bank,Claremont,CA,91711,6/30/16,NM,186891,135576,1056,129136,14483,1539,64696,30,208,0,0
Community Development Bank  FSB,Ogema,MN,56569,6/30/16,SA,74394,65780,294,54126,3998,1986,8663,71,43,6648,111
Community Federal Savings Bank,Woodhaven,NY,11421,6/30/16,SA,145363,131337,-2327,74099,0,0,3011,0,7,0,0
Community Financial Bank,Prentice,WI,54556,6/30/16,NM,27147,23093,-442,21225,700,8491,0,80,0,1223,17
Community First Bank,Reynoldsville,PA,15851,6/30/16,NM,117051,106046,302,103960,3245,8287,25633,274,121,4212,55
COMMUNITY FIRST BANK OF THE HEARTLAND,Mount Vernon,IL,62864,6/30/16,SM,169397,153149,1513,133355,1124,7104,37801,259,206,15177,216
Community First Bank  Inc.,Walhalla,SC,29691,6/30/16,NM,321015,289010,642,165107,12039,3712,42901,216,176,754,7
Community National Bank,Derby,VT,5829,6/30/16,N,595695,530610,2711,472469,6963,10006,87008,382,427,4883,67
Community Neighbor Bank,Camden,AL,36726,6/30/16,NM,106921,91417,535,65938,7602,5991,18106,277,104,9231,170
Community Point Bank,Russellville,MO,65074,6/30/16,NM,108839,97736,398,83756,5193,2180,9088,81,40,19604,378
Community Pride Bank,Isanti,MN,55040,6/30/16,NM,98874,85924,499,75473,1089,3615,32429,158,141,489,2
Community Resource Bank,Northfield,MN,55057,6/30/16,SM,264991,234612,1096,202385,4286,7157,58361,225,213,18145,107
Community Savings,Caldwell,OH,43724,6/30/16,SA,54287,47791,28,32884,4864,37,1501,2,5,0,0
Community Shores Bank,Muskegon,MI,49441,6/30/16,NM,178267,161128,147,127186,1742,5126,50424,186,218,80,2
Community Spirit Bank,Red Bay,AL,35582,6/30/16,NM,143579,128477,495,94766,6931,6579,14499,365,69,6598,131
Community State Bank,Spencer,IA,51301,6/30/16,NM,151380,134159,1247,92565,3075,5139,32390,204,112,14809,181
COMMUNITY STATE BANK,Bradley,AR,71826,6/30/16,NM,16339,13356,54,8786,994,674,1576,28,10,769,14
Community State Bank,Brook,IN,47922,6/30/16,NM,58425,52387,195,41819,1290,2808,4951,101,31,10053,95
Community Trust Bank,Irvington,IL,62848,6/30/16,NM,86813,75001,416,51765,880,2141,6767,88,36,5994,70
Community Valley Bank,El Centro,CA,92244,6/30/16,NM,150374,134047,653,109430,90,1780,25766,56,124,1568,9
Community West Bank  National Association,Goleta,CA,93117,6/30/16,N,641955,575345,2663,571854,188451,4618,82793,129,292,9327,35
CommunityBank of Texas  N.A.,Beaumont,TX,77706,6/30/16,N,2870738,2491470,13531,2155062,42341,29584,267236,1070,1242,7853,121
Communityone Bank  National Association,Asheboro,NC,27203,6/30/16,N,2354132,2010447,9050,1529594,122367,15356,174880,542,752,4328,44
Compass Bank,Birmingham,AL,35233,6/30/16,SM,86737598,74600403,166267,61788375,5029627,755134,1892284,200368,7441,4941,57
Compass Savings Bank,Wilmerding,PA,15148,6/30/16,SB,60223,55455,171,49618,269,0,0,0,0,0,0
Concorde Bank,Blomkest,MN,56216,6/30/16,NM,52465,47227,321,37466,1597,1938,9120,73,46,6912,71
Concordia Bank and Trust Company,Vidalia,LA,71373,6/30/16,NM,506458,444185,3146,218874,14914,9955,50087,384,223,17322,175
Congressional Bank,Potomac,MD,20854,6/30/16,NM,785137,703499,3902,637478,52971,2090,45957,98,186,0,0
Conneaut Savings Bank,Conneaut,OH,44030,6/30/16,SB,77799,69189,150,49650,445,174,1180,10,9,522,7
Connecticut Community Bank  National Association,Westport,CT,6880,6/30/16,N,467006,422846,-1192,330706,365,3861,85738,135,334,0,0
ConnectOne Bank,Englewood Cliffs,NJ,7632,6/30/16,NM,4263742,3729618,22871,3375980,1681,12119,208737,322,577,0,0
Consumers National Bank,Minerva,OH,44657,6/30/16,N,428548,386840,822,257325,5754,9909,74004,344,339,19256,209
Continental Bank,Salt Lake City,UT,84101,6/30/16,NM,165850,136559,3388,134356,0,46983,38054,1186,227,527,10
Continental National Bank,Miami,FL,33135,6/30/16,N,460847,422893,1222,239585,22559,3419,45436,110,148,0,0
Conway Bank  National Association,Conway Springs,KS,67031,6/30/16,N,62635,54509,45,42805,419,860,8612,78,49,11937,178
Copiah Bank,Hazlehurst,MS,39083,6/30/16,SM,174611,156000,604,112646,7166,7393,21716,425,105,12642,172
Core Bank,Omaha,NE,68144,6/30/16,NM,420793,383237,2551,390328,2352,9880,75075,290,265,3257,14
CoreFirst Bank and Trust,Topeka,KS,66611,6/30/16,NM,885413,796751,2206,517026,45896,8858,48630,377,189,904,11
Corn Growers State Bank,Murdock,NE,68407,6/30/16,NM,27859,26059,-153,13725,1767,462,0,17,0,8417,34
Cornerbank,Winfield,KS,67156,6/30/16,SM,263645,237316,1766,161618,6746,2803,26204,123,114,17951,202
Cornerstone Bank,Watonga,OK,73772,6/30/16,NM,168612,155935,447,68115,8637,4920,17194,229,72,8614,181
CornerStone Bank  National Association,Lexington,VA,24450,6/30/16,N,124393,110642,326,106448,4067,3218,28925,97,110,1263,10
Cornerstone Community Bank,Grafton,WI,53024,6/30/16,NM,163166,149032,741,145212,75,2966,47460,88,175,959,3
Cornerstone National Bank,Easley,SC,29641,6/30/16,N,149486,129789,366,79085,1080,1409,24506,56,88,266,2
Cornerstone State Bank,Montgomery,MN,56069,6/30/16,NM,166241,148268,744,101955,5185,425,17974,17,120,5104,31
CornerstoneBank,Atlanta,GA,30327,6/30/16,SA,237041,227894,723,169584,1361,2116,36411,38,249,0,0
Cornhusker Bank,Lincoln,NE,68521,6/30/16,SM,491874,449999,2424,370995,8023,9632,80155,394,336,4792,34
CorTrust Bank National Association,Mitchell,SD,57301,6/30/16,N,733336,647321,2753,583298,31062,16039,112409,631,438,70225,1093
Corydon State Bank,Corydon,IA,50060,6/30/16,NM,107008,86838,1368,87738,4612,23530,0,605,0,45967,624
Cottonport Bank,Cottonport,LA,71327,6/30/16,NM,331106,291709,1267,218828,11957,8614,20172,380,168,11668,159
Cottonwood Valley Bank,Cedar Point,KS,66843,6/30/16,SM,33460,28682,161,10569,493,527,1902,25,11,3066,65
Coulee Bank,La Crosse,WI,54601,6/30/16,NM,334058,302775,1991,244374,4991,4120,52779,154,194,542,10
Country  Trust Bank,Bloomington,IL,61701,6/30/16,SA,28489,2381,1585,0,0,0,0,0,0,0,0
Country Bank,New York,NY,10017,6/30/16,NM,597024,542476,3357,418214,158,2518,27494,73,96,0,0
Country Bank for Savings,Ware,MA,1082,6/30/16,SB,1437099,1223244,4480,1031526,5789,8414,95323,317,406,0,0
Country Club Bank,Kansas City,MO,64112,6/30/16,SM,1337836,1218102,9322,851823,11288,19387,181584,812,846,6777,94
Countryside Bank,Unadilla,NE,68454,6/30/16,NM,76915,65033,411,40648,3580,4663,1345,111,11,13324,191
County Bank,Sigourney,IA,52591,6/30/16,NM,122365,108635,645,107341,2651,3175,16947,114,92,32939,336
County First Bank,La Plata,MD,20646,6/30/16,NM,226423,201777,430,140502,389,5033,35257,276,172,11163,86
County Savings Bank,Essington,PA,19029,6/30/16,SA,73947,68981,59,38271,230,41,3525,1,12,0,0
Countybank,Greenwood,SC,29646,6/30/16,NM,365224,335839,2085,236112,7204,3158,47069,110,211,1354,7
Covenant Bank,Leeds,AL,35094,6/30/16,NM,67057,62906,-385,42759,1410,3570,12528,112,54,5045,26
Covington County Bank,Collins,MS,39428,6/30/16,NM,69720,62610,205,33432,2646,2802,2902,131,22,6142,211
Cowboy State Bank,Ranchester,WY,82839,6/30/16,SM,44109,39803,312,28917,1800,2287,8183,59,38,4073,70
