Bank of Moundville,Moundville,AL,35474,6/30/16,17,89791,80436,80184,478,0,54793,0,23466,3408,0,0,22501,2367,3757,183,12423,52,170,2,819,819,0,0,292,527,0,0,80184,2.741894883,0.237092568,2.497375047,0,0.151287638,0.320639473,3.141245437,3.141245437,9.15E-02,24.90004566,27.88336825,30.49164678,89.30070943,88573,77902.33,9041,21857.67,1,0,46220,8
Bank of Mount Hope  Inc.,Mount Hope,WV,25880,6/30/16,31,127635,111772,103601,775,0,57816,0,29119,24804,3763,12451,60281,10117,2505,102,8467,51,0,0,0,0,0,0,0,0,0,0,103601,2.81644909,0.743353279,2.656372173,1.39E-02,0.60320887,0.695643234,5.784119265,2.815279289,3.31E-03,46.69095468,57.52261079,58.55235363,81.16974184,129951.67,124554,15629,60381.33,3,0,13220,4
Bank of Napa  N.A.,Napa,CA,94558,6/30/16,28,231643,205812,204322,11522,0,80061,1291,19832,18544,12823,2319,128323,159,1475,63,36721,129,6202,38,0,0,0,0,0,0,0,0,204322,3.660596058,0.248719365,2.512334954,5.66E-02,0.726709497,0.727302113,6.421607043,6.421607043,-3.09E-03,54.59176405,61.89152416,65.11338125,88.20555769,222741,208436,25227.33,129388.67,2,0,34900,5
Bank of Nebraska,La Vista,NE,68128,6/30/16,46,148861,135148,134620,1567,0,227,0,2,36147,6463,5729,122026,735,3600,119,31597,123,1064,10,0,0,0,0,0,0,0,0,134620,3.961063402,2.011001125,4.204820533,8.25E-02,1.547769833,1.547769833,16.6297445,-3.012848914,2.52E-02,81.02861058,89.60035656,93.63162144,90.43335729,145499.67,140467.33,13542,119264.67,4,0,36540,2
Bank of New Cambria,New Cambria,MO,63558,6/30/16,11,32152,28259,28030,100,0,9915,0,4590,1763,0,16,15638,504,509,20,708,4,12118,178,0,0,0,0,0,0,0,0,28030,3.428496509,0.286664024,2.866640237,3.05E-02,0.451343356,0.451343356,3.892350217,3.892350217,-2.64E-02,47.88504603,54.92686407,54.92686407,87.17964668,32791,30509,3802.33,15135.33,2,0,,1
Bank of New England,Salem,NH,3079,6/30/16,103,777471,684991,683563,2798,0,992,0,0,4263,0,4263,725147,596,3789,78,84655,218,0,0,199,199,0,0,199,0,0,0,683563,3.96889825,3.83E-02,1.780339856,0.341498816,1.090221961,1.090221961,8.774133827,7.863880808,4.21E-03,92.21205678,104.8801647,142.1398237,87.92135012,730310,717730.67,90744,665433.67,9,0,14460,3
Bank of New Hampshire,Laconia,NH,3246,6/30/16,297,1401267,1254174,1160358,250,3792,279725,0,128609,468967,70689,225677,967651,33024,14281,541,97090,435,34,1,446,446,121,0,325,0,0,0,1160358,3.47537161,0.859956116,3.609432013,0.076399797,0.342280259,0.342423891,3.098220859,3.098220859,0.359041337,68.43863446,82.64759669,94.98100396,82.80777325,1308904,1201655.67,144663.67,906302.33,24,0,,10
Bank of New Jersey,Fort Lee,NJ,7024,6/30/16,80,821396,745940,705161,38682,0,63776,0,0,134843,57394,1205,654445,888,3985,110,115489,297,0,0,614,614,158,0,456,0,0,0,705161,3.13730903,4.71E-02,2.086915528,0.111652834,0.576376741,0.576376741,6.252243157,4.233654105,7.50E-02,78.6732587,91.64134148,119.1876957,85.84909106,806070,782454,74309.33,650340,9,0,35620,0
Bank of New Madrid,New Madrid,MO,63869,6/30/16,28,89835,78783,76596,414,0,38254,0,0,15042,364,119,43954,2937,2298,88,3535,24,6072,47,0,0,0,0,0,0,0,0,76596,3.976617217,0.55883531,2.858657546,0.023643032,1.429328773,1.480913571,12.65807669,-6.319852512,1.89E-02,48.5100462,56.89461591,66.44760917,85.26298213,93050.67,87813.33,10886.33,42349,3,0,,4
Bank of Newington,Newington,GA,30446,6/30/16,19,104864,96425,94849,25,0,500,0,0,22674,0,472,86041,2504,6048,207,13580,63,12436,127,1480,1480,0,0,0,1480,0,0,94849,5.184823999,0.686140274,2.956332784,0.550606392,1.997007031,1.997007031,23.66967871,23.66967871,0.281951262,80.847574,89.38417906,99.08488482,90.44953464,94441.33,86136,7968,78027.67,2,0,,7
Bank of Newman Grove,Newman Grove,NE,68758,6/30/16,9,34612,31209,30116,300,0,9175,0,3339,2,0,0,19564,690,222,19,893,5,17757,299,0,0,0,0,0,0,0,0,30116,2.92919152,0.340280732,2.80164469,0,0.328938041,0.328938041,3.397445472,-4.158941871,0,55.63966254,63.94607518,65.74940253,87.01028545,35265,33866,3414.33,21057.67,1,0,,4
Bank of North Carolina,Thomasville,NC,27360,6/30/16,896,6476625,5668246,5378609,8094,336935,803058,105544,117458,1299555,397324,286586,4854388,20670,39335,1627,715408,2793,2263,19,30514,30514,1445,168,6993,21908,0,0,5378609,3.808379842,0.55804531,2.340669501,4.52E-02,1.073946329,1.07314595,8.820188228,8.820188228,-3.58E-02,74.42992299,89.62441776,125.3119967,83.04647868,5947187.33,5307611.33,723590,4455112.67,72,0,49180,1
Bank of O'Fallon,O'fallon,IL,62269,6/30/16,30,308636,267788,267200,457,0,84626,0,0,127531,5678,1153,196419,7216,3769,140,21178,94,515,5,0,0,0,0,0,0,0,0,267200,2.549135532,0.111262452,1.302035603,1.99E-02,1.292101455,1.292101455,9.670305051,4.867370354,3.78E-02,62.54811493,72.24775449,76.22353048,86.57447608,301988.67,296492.67,40350.33,195813.67,2,0,41180,8
Bank of Oak Ridge,Oak Ridge,LA,71264,6/30/16,4,46953,41266,41221,40,0,27296,0,18015,167,0,0,12649,1268,516,15,9410,20,1039,9,0,0,0,0,0,0,0,0,41221,2.166595097,0.122769846,1.631650858,0.43167462,-7.13E-02,0.281182551,2.585734394,2.585734394,0.358610519,26.66922241,30.37772009,31.45914983,87.79204737,50501,43570.67,5491.67,8923.33,1,0,,3
Bank of Oakfield,Oakfield,WI,53065,6/30/16,22,87621,77058,72864,750,210,14525,0,1013,18727,893,6526,60620,1161,1420,66,13148,55,6372,79,0,0,0,0,0,0,0,0,72864,3.85121886,0.586611694,2.836041919,0.148909122,0.828024968,0.828024968,7.102994386,7.102994386,3.23E-03,68.31353214,82.148935,86.31768693,83.15814702,88644.67,82519.33,10333.67,61992.67,3,0,22540,9
Bank of Ocean City,Ocean City,MD,21842,6/30/16,55,305511,276381,275364,570,0,62500,0,0,39370,775,0,171917,1914,5864,181,41624,154,1098,9,0,0,0,0,0,0,0,0,275364,3.234481752,0.238967934,1.870094778,6.14E-03,0.893740075,0.893740075,9.154591965,8.161504067,-1.71E-02,55.81959406,61.93075348,71.2164871,90.1322702,292926.33,275654.67,28597.67,163397,6,0,41540,5
Bank of Odessa,Odessa,MO,64076,6/30/16,34,234382,185482,184953,600,0,58998,0,0,80417,553,27585,154221,7603,6996,299,13231,75,8400,150,2184,2184,203,1297,0,684,0,0,184953,3.436755494,0.274530868,1.701750347,0.2557741,1.099768951,1.111764756,5.332643034,-4.236670386,8.86E-02,64.87187583,82.20899364,86.52512135,78.91092319,234582,226085.33,48906.33,146748.67,2,0,28140,2
Bank of Okolona,Okolona,MS,38860,6/30/16,43,169339,150219,145353,240,0,27529,0,2649,26674,0,15,121739,11233,17511,839,14677,139,19906,342,941,941,0,0,0,0,941,0,145353,5.164075661,0.634831417,3.005511168,0.855275723,1.629842329,2.116506261,18.82499664,7.221427282,0.951398382,70.97360915,82.68559988,96.42186673,85.83551338,166028.33,156117,18666.67,117931.67,4,0,,10
Bank of Ontario,Ontario,WI,54651,6/30/16,10,38658,33667,33396,148,0,2274,0,0,11324,0,0,29492,1841,2183,83,2868,14,5626,72,160,160,0,0,160,0,0,0,33396,4.866090919,0.405832376,3.462417996,0.154113561,1.361336452,1.361336452,10.8111857,9.09771476,1.264612581,75.35826996,87.23200383,93.86518881,86.38832842,38932.33,36579.67,4902.33,28941.67,2,0,,10
Bank of Orchard,Orchard,NE,68764,6/30/16,6,25155,21611,21536,150,0,2592,0,0,120,0,0,8863,1364,2383,64,0,0,4611,123,0,0,0,0,0,0,0,0,21536,3.054733821,0.401724684,1.928278485,0,1.108358404,1.19713956,8.575539568,8.575539568,-0.173611111,34.40667859,40.18852155,40.69302741,85.61319817,24892.67,23111.67,3475,9216,1,0,,4
Bank of Palmer,Palmer,KS,66962,6/30/16,8,41710,37399,36878,30,0,16724,0,4094,4163,0,3736,22979,1614,1172,38,0,0,12896,214,0,0,0,0,0,0,0,0,36878,2.958169498,0.167930029,2.402332362,2.80E-02,0.555568513,0.709037901,7.269249163,4.87804878,0.385728062,54.08055622,61.16654916,61.98851301,88.41524814,42875,41309.33,4182,22814,2,0,,2
Bank of Pensacola,Pensacola,FL,32502,6/30/16,17,78446,67253,67236,350,0,35227,0,0,6272,470,29,23166,2050,489,9,4867,16,0,0,0,0,0,0,0,0,0,0,67236,2.1814562,0.598837524,2.823478279,0.086709506,-0.149031963,-0.149031963,-0.980683215,-0.980683215,0.017119865,29.14488948,34.00410494,34.9336104,85.7099151,73809.67,70320,11216.67,23364.67,2,0,37860,9
Bank of Perry County,Lobelville,TN,37097,6/30/16,40,152699,137646,129555,70,0,6457,0,70,61797,554,0,127806,22010,7272,196,25669,121,1926,32,517,517,517,0,0,0,0,0,129555,4.939338437,0.476002117,2.831097992,0.229477605,1.779434912,1.779434912,18.12151833,2.096594236,0.264644863,82.64363224,97.40727876,106.8217409,84.8433847,152520.33,139654.33,14976.67,127718.33,3,0,,2
Bank of Pine Hill,Pine Hill,AL,36769,6/30/16,9,24760,21483,21404,100,0,15632,0,6115,2171,0,0,4924,482,138,9,406,3,1688,19,112,112,0,0,0,0,112,0,21404,2.444450512,0.244901258,2.987795346,2.45E-02,-0.473475765,-0.440822264,-3.369734789,-3.369734789,0.125663135,19.57592892,22.64529994,23.41545894,86.44588045,24499.67,23072.67,3205,4774.67,1,0,,10
Bank of Pontiac,Pontiac,IL,61764,6/30/16,92,498532,433439,423278,1250,0,100122,0,24130,124883,1008,4916,339210,20259,8624,348,27403,134,46400,515,1404,1404,841,0,330,233,0,0,423278,3.644567183,0.642724203,2.177417213,0.580208753,0.905174686,0.967967982,7.464865268,7.464865268,0.892475924,67.28534979,79.24791744,84.30445601,84.90488073,489479,462771,63470.67,337264,8,0,,9
Bank of Prague,Prague,NE,68050,6/30/16,7,23797,20054,20032,150,0,4119,0,10,593,0,0,17416,2126,4224,121,0,0,10467,202,0,0,0,0,0,0,0,0,20032,4.199507096,1.639789712,4.181034501,0.463605468,1.013063801,1.013063801,6.113466983,-10.05095419,0.577745142,72.47552212,86.09724441,88.91122796,84.17867798,23295.67,22288.33,3860.33,17308.67,1,0,36540,0
Bank of Prairie du Sac,Prairie Du Sac,WI,53578,6/30/16,48,384444,323202,313254,1280,0,138316,162,17655,28669,8658,10,238193,4290,3617,177,39226,167,17563,197,94,94,0,0,26,68,0,0,313254,3.551643662,0.367703389,1.616662387,0,1.543933121,1.588417015,10.31194724,5.597723703,-5.23E-03,60.43116813,74.16473533,77.20508577,81.48234853,389444.33,374925,59988.67,229555.67,2,0,,10
Bank of Prescott,Prescott,AR,71857,6/30/16,20,81901,70587,67041,24,0,34327,0,0,11374,0,0,44077,4001,19490,327,0,0,8523,181,20,20,20,0,0,0,0,0,67041,3.604927641,0.321976698,2.659289028,0,1.199661328,1.199661328,9.184974988,9.184974988,-1.39E-02,52.53537808,64.18012858,66.12722271,81.85614339,83857,79391.33,10952.67,43305.33,1,0,,5
Bank of Putnam County,Cookeville,TN,38501,6/30/16,150,726437,669982,660668,2202,0,259705,0,158417,178493,10815,1024,352780,25927,9849,525,71541,348,4266,98,274,274,250,0,0,24,0,0,660668,2.781469806,1.070535111,2.639193369,8.59E-02,0.9008905,0.9008905,11.7030662,3.356079293,0.221305387,48.20541905,53.00423208,55.15519694,90.94635873,721508.33,680144,55541,340705.67,13,0,,1
Bank of Rantoul,Rantoul,IL,61866,6/30/16,37,222218,195109,189739,660,0,99473,979,16689,5790,0,612,109365,1064,4592,168,15248,79,12797,133,0,0,0,0,0,0,0,0,189739,3.946209583,0.274820054,1.551662579,9.37E-02,2.307417728,2.386830016,20.48735394,1.723235378,-4.10E-02,48.31831805,56.5893148,62.13873167,85.3841723,224146.67,208909.33,26113.67,112080.67,3,0,16580,1
Bank of Richmondville,Richmondville,NY,12149,6/30/16,36,137476,120883,118817,181,0,36224,0,11546,61127,4346,27821,86467,2532,4454,168,14104,65,357,4,45,45,45,0,0,0,0,0,118817,3.389068006,0.439062771,2.821729145,0.102972376,0.566004828,0.564917898,4.859047639,2.644798082,0.187964173,62.0290087,71.77003291,74.47012899,86.42744915,139843.33,133370,16258.33,87250.67,3,0,10580,7
Bank of Rio Vista,Rio Vista,CA,94571,6/30/16,37,208898,181404,180203,400,0,118532,0,96580,1183,710,0,69593,198,746,17,21290,57,3369,31,1080,1080,0,0,1080,0,0,0,180203,3.40942687,0.402328389,2.909217425,-0.370716873,0.681084488,0.681084488,5.317543744,4.569647296,-2.102293816,32.54363374,37.72578703,38.13913043,86.26363105,208784.67,189416,26741.67,67355,3,0,46700,3
Bank of Ripley,Ripley,TN,38063,6/30/16,71,210989,178338,176102,90,0,103686,0,12764,26023,4320,8217,79006,15193,2729,83,8770,51,9154,113,293,293,113,0,57,123,0,0,176102,3.697721087,0.745220389,3.58069309,0,0.497786174,0.597898258,3.918535834,1.216313523,4.15E-02,36.9132988,44.22607353,47.98114835,83.46501476,209065.67,191090.67,31899.67,77150.33,4,0,,3
Bank of Ruston,Ruston,LA,71270,6/30/16,47,226851,204890,181591,0,0,2017,0,722,85900,4745,10592,193517,4967,5592,225,35991,146,2530,17,108,108,108,0,0,0,0,0,181591,4.303190868,0.499349229,2.863968295,0.191356456,0.977740369,0.977740369,10.06173479,10.06173479,6.50E-03,84.78252245,105.9138393,133.100346,80.04857814,219485.67,205336,21328.33,184517,3,0,,2
Bank of Salem,Salem,AR,72576,6/30/16,41,130542,116456,113421,200,0,3254,0,0,34241,0,25759,105915,6666,9765,512,12098,61,26954,658,271,271,64,0,62,145,0,0,113421,4.990163831,0.545422316,2.995200515,8.47E-02,1.237215027,1.237215027,11.74234116,11.74234116,6.23E-02,79.05731489,90.99108631,98.47802439,86.88468079,129807.67,118272.67,13677,105978.67,3,0,,6
Bank of San Francisco,San Francisco,CA,94105,6/30/16,34,211055,189193,188483,17076,0,0,0,0,53890,3062,50828,183399,135,392,11,54978,172,0,0,0,0,0,0,0,0,0,0,188483,4.074203708,0.335325069,3.063189885,0.109927502,0.616148267,0.616148267,6.60624969,6.60624969,-6.45E-02,85.72030987,95.98584488,109.1209023,89.30515742,216506.33,206764.33,20193,179953.67,1,0,41860,3
Bank of Santa Clarita,Santa Clarita,CA,91355,6/30/16,30,315807,289305,212645,22713,2127,23292,0,23292,16321,0,9757,211960,22238,1667,44,41347,123,0,0,0,0,0,0,0,0,0,0,212645,2.891771453,0.227142534,1.963683839,0.203162677,0.412160452,0.418981389,4.838709057,4.838709057,-2.01E-03,66.34653443,98.53370641,130.8815721,67.3338463,300252,272497.33,25998.67,199141.33,2,0,31080,10
Bank of South Texas,Mcallen,TX,78504,6/30/16,45,115670,102834,95295,922,0,9056,0,6798,32449,454,6548,79112,2038,4485,110,17056,77,1190,10,182,182,163,0,0,19,0,0,95295,5.874325652,1.004289122,4.888735974,0,0.672515037,0.672515037,5.927448036,5.927448036,-0.241592978,67.6986254,82.17325148,93.66081787,82.38523385,111521.67,91108.33,12653,78644.67,6,0,32580,4
Bank of Springfield,Springfield,IL,62711,6/30/16,210,891031,813196,772500,901,31327,43412,0,21636,107296,14318,7319,757034,11990,17100,571,126244,552,40528,360,842,842,252,0,590,0,0,0,772500,3.661178188,1.206646051,3.396066415,0.231786395,0.5969913,0.5969913,6.937995737,4.704171352,4.02E-02,84.00268902,96.89190939,112.5284896,86.6973203,884435,824051.67,76102.67,756632.67,12,0,44100,0
Bank of St. Croix  Inc.,Christiansted,VI,820,6/30/16,27,147818,132582,132352,2687,0,47650,0,2939,28982,0,6909,42486,268,546,19,7529,34,261,3,2519,2519,2519,0,0,0,0,0,132352,2.731987518,0.518151843,2.596422077,0,0.539387574,0.76307061,7.310952865,7.310952865,-9.09E-03,28.28816518,31.59378022,32.26864428,89.5371335,141271.33,135359.33,14745,44002,0,2,,1
Bank of St. Elizabeth,Saint Elizabeth,MO,65075,6/30/16,27,119761,105425,105349,60,0,0,0,0,59709,1723,26421,92198,6128,2454,108,6260,30,12516,432,534,534,24,0,510,0,0,0,105349,4.601338252,0.809423643,3.010517459,0,1.967185528,1.967185528,16.63425903,7.242803975,0.139460752,76.38964271,86.83993204,89.10240178,87.96603235,118850,107664.33,14055.33,90348,4,0,,9
Bank of St. Francisville,Saint Francisvil,LA,70775,6/30/16,36,109099,97112,95611,682,0,17295,0,9429,27174,952,1058,79571,4834,2398,117,11625,53,5301,50,216,216,196,0,0,20,0,0,95611,4.941933247,0.943789725,4.291740776,0.160873249,1.077850766,1.077850766,10.15949395,1.061439666,0.776764782,71.99791015,82.15477299,89.20650063,87.63691693,111889.33,103846,11870.67,78788.33,1,0,12940,1
Bank of Star City,Star City,AR,71667,6/30/16,28,89378,75402,71320,150,0,20145,0,206,15127,542,0,64122,2011,5067,255,12747,75,2440,74,28,28,1,0,27,0,0,0,71320,4.519197309,0.462333244,3.327497009,0.162793396,1.200329971,1.256765015,8.490563963,8.490563963,0.388796679,69.87737475,87.57010656,91.71206626,79.79592293,92141.33,86210,13638.67,62243.33,5,0,38220,2
Bank of Stockton,Stockton,CA,95202,6/30/16,371,2690261,2295267,2158105,1454,0,904445,0,65772,220248,62591,139905,1572837,403213,14639,394,161045,682,35634,227,714,714,24,0,0,690,0,0,2158105,3.713017433,0.631937867,2.282859467,0.226962002,1.03316205,1.03895639,7.372551967,6.142630132,0.069152039,56.66275503,70.63493204,73.63434494,80.21916833,2643614.33,2408499.33,372544,1544423,19,0,44700,9
Bank of Stronghurst,Stronghurst,IL,61480,6/30/16,17,75560,63269,63091,600,0,46948,0,31389,5194,0,0,18309,929,1230,50,515,5,6712,120,0,0,0,0,0,0,0,0,63091,2.29142095,0.089415247,1.951356265,5.79E-02,0.22440597,0.376070008,2.374297154,2.374297154,0.065164268,23.91609317,28.64275412,29.15617941,83.49788248,76049.67,73229.67,12045.67,18415,3,0,,6
Bank of Sullivan,Sullivan,MO,63080,6/30/16,134,419636,380795,342772,400,30220,29842,0,14679,146902,8324,58639,360686,10538,15455,475,70381,222,1914,35,3304,3304,1880,0,959,465,0,0,342772,3.95518133,1.418655045,3.364714812,0.23015805,0.963235924,0.975968072,10.46963648,6.267072914,0.22485775,84.64979172,103.6318602,110.2314973,81.68317304,408415,377075,38072,349554.33,9,0,41180,10
Bank of Sun Prairie,Sun Prairie,WI,53590,6/30/16,70,335140,287605,271497,12000,5741,18670,0,0,45969,12530,0,274432,3340,4470,688,36383,161,403,6,28,28,0,0,28,0,0,0,271497,3.706806149,0.641115649,2.85006677,-0.494131073,1.141221705,1.141221705,8.181155629,6.082325127,-0.706433539,80.36402697,99.20256946,111.9311122,81.01002566,334729,312776,46692.67,272354,5,0,31540,1
Bank of Sunset and Trust Company,Sunset,LA,70584,6/30/16,32,128748,115935,112841,248,0,36078,0,22549,20964,0,3320,84644,1132,2627,89,21555,89,0,0,163,163,0,0,118,45,0,0,112841,3.688485322,0.358519947,2.681238919,6.89E-02,0.921718012,0.997420878,10.27732193,-0.884070704,-6.72E-02,65.17615808,74.363928,82.42522469,87.64485662,130536.67,124929.33,12668.67,83280,4,0,,8
Bank of Tennessee,Kingsport,TN,37660,6/30/16,245,1011490,916379,802931,2269,44654,185852,0,64299,272419,40243,124480,739755,14159,16180,737,110331,473,2096,46,455,455,230,0,225,0,0,0,802931,3.967220785,1.053587131,3.351251896,0,1.301143552,1.307235999,14.0279382,8.034955434,-4.23E-02,72.36868382,91.16623969,93.3165398,79.38101217,984826,893371,91774,708429.67,24,0,28700,0
Bank of Terrell,Dawson,GA,39842,6/30/16,31,152244,136531,135783,3000,0,11387,0,2639,52569,1258,1304,123922,4176,7094,347,29650,135,7045,86,864,864,625,0,239,0,0,0,135783,4.349305445,0.461685163,2.834562751,0.315682163,1.290350839,1.290350839,12.69163594,4.023546154,0.118632677,80.46819579,90.22337111,106.0537593,89.18775124,152051.67,139102.67,15459,118011.33,3,0,10500,2
Bank of Texas,Midland,TX,79701,6/30/16,19,273467,240739,229374,200,0,4463,0,5,8037,0,0,211590,500,3558,95,56321,194,1912,28,0,0,0,0,0,0,0,0,229374,2.842043368,3.63E-02,1.122587438,0.222441368,1.39544885,1.39544885,11.84815102,11.84815102,0,76.29768857,90.96453827,206.1952762,83.87629952,269734,256646.33,31768.67,207333.67,3,0,33260,6
Bank of the Bluegrass and Trust Company,Lexington,KY,40507,6/30/16,57,231307,199049,190811,400,0,48269,0,33240,59317,6409,37832,173562,4720,2700,84,33612,130,365,3,328,328,0,0,328,0,0,0,190811,3.918933973,1.223979045,3.215478427,0.123367218,1.165203377,1.196662018,8.722368862,8.394798308,0.05355729,73.92296818,89.61171002,93.36314594,82.49253157,226964.67,219294.33,31138.33,171778.67,2,0,30460,2
Bank of the Cascades,Bend,OR,97701,6/30/16,637,2959664,2622340,2560980,540,448470,603803,0,502885,425059,52484,304631,1904634,41389,19392,1092,213689,968,1729,23,2993,2993,0,0,2490,503,0,0,2560980,3.605481906,0.909995734,3.18169834,0,0.562816928,0.562816928,4.737389715,4.737389715,-2.81E-02,63.51964277,73.40814844,76.11792,86.52941685,2799134,2457979.33,332546,1794013,52,0,13460,10
Bank of the Flint Hills,Wamego,KS,66547,6/30/16,43,174369,155648,130546,800,1010,23166,0,15845,31916,574,24410,133160,1755,3742,157,21450,89,12891,151,0,0,0,0,0,0,0,0,130546,3.91864427,0.340555223,2.789753743,7.00E-02,1.048490224,1.048490224,9.748602095,4.489345125,0.119257849,75.08387385,100.2887871,119.207306,74.8676657,171484.67,159136.67,18443.67,130809,4,0,31740,8
Bank of the James,Lynchburg,VA,24504,6/30/16,131,546293,496120,494364,3742,0,37118,0,14481,185621,61893,70092,461383,6425,9316,431,88649,276,1204,9,2420,2420,65,0,605,1750,0,0,494364,3.816787719,0.780970485,3.11224807,0.168878769,0.707399388,0.765583753,8.376218683,8.376218683,0.110097328,83.56248387,92.34005712,95.24799122,90.49429519,532926.67,494552,48709.33,446877.33,13,0,31340,6
Bank of the Mountains  Inc.,West Liberty,KY,41472,6/30/16,28,66601,59498,57716,191,0,7828,0,0,18492,0,15699,49918,11924,10911,143,0,0,6587,182,260,260,126,0,9,0,125,0,57716,5.489680125,0.909670727,4.598400245,8.83E-02,0.774250489,0.774250489,7.366606305,-5.60E-02,0.365350563,74.02741701,85.42345277,96.20848456,86.65935947,67936.67,60805,7140.33,48720.33,3,0,,6
Bank of the Orient,San Francisco,CA,94104,6/30/16,122,524816,466755,439637,10050,0,19643,0,10127,81386,33080,25737,428128,50,709,20,59920,144,0,0,0,0,0,0,0,0,0,0,439637,3.93402581,0.19771848,3.712492665,-4.65E-02,0.264218724,0.323033009,2.875693712,2.875693712,-4.49E-02,79.64277004,95.07343558,98.59599462,83.15638243,502735,478187,56473.33,414667.33,8,0,41860,6
Bank of the Pacific,Aberdeen,WA,98520,6/30/16,245,843346,750286,734483,550,49397,103460,0,47352,108275,26922,18005,654146,59492,13544,576,169947,730,20084,191,2339,2339,0,0,2339,0,0,0,734483,4.269252516,1.273598969,3.833780548,0.129355531,0.861156794,0.862209912,7.89685205,7.346318583,4.78E-02,76.53394929,87.87759553,97.45626181,87.09153776,831816,753434,90821,648212.33,18,0,,1
Bank of The Rockies  National Association,White Sulphur Sp,MT,59645,6/30/16,67,137062,121172,115666,3500,8715,23210,0,21492,18462,74,2771,101796,2321,2773,102,21651,92,15778,180,2979,2979,1388,0,400,1191,0,0,115666,5.05950456,2.112794418,5.041463773,7.31E-03,1.639060583,1.622977027,14.39191252,7.909069044,-8.25E-03,73.20044943,86.74113395,88.91823387,84.38954634,136785.67,123688,15425.33,96990.33,6,0,,9
Bank of the Sierra,Porterville,CA,93257,6/30/16,452,1841532,1620663,1492773,8687,0,527450,0,394613,177563,41689,12648,1157913,13853,10247,421,167836,648,25767,183,2858,2858,0,0,1139,1719,0,0,1492773,3.770797665,0.93937257,2.922813516,0,0.958906896,0.963601536,7.960579796,0.615177447,0.06744863,62.33239498,76.89521448,86.61974488,81.0614749,1799499,1639547,217823.33,1129748.67,30,0,47300,4
Bank of the Valley,Bellwood,NE,68624,6/30/16,33,182325,166655,143788,224,0,21167,1030,128,6430,30,0,153380,3201,19187,297,0,0,55502,776,0,0,0,0,0,0,0,0,143788,3.616348463,0.193428677,2.629280502,0.337375599,0.46410512,0.672502027,7.462253538,-15.26143157,1.47E-02,82.70999589,104.8773194,141.4457764,78.8635678,177843.33,168236,16027.33,149651.33,4,0,,8
Bank of the West,San Francisco,CA,94104,6/30/16,10135,80462990,67966303,57574073,6,21632007,11314354,0,9369391,9524838,2657758,1753916,56455363,15372743,896886,34543,4156479,17114,601103,7197,13689,13689,5952,0,3572,969,3196,0,57574073,3.103510164,0.658935899,2.139339834,0.149925588,0.724865397,0.798482498,5.042368022,1.793660277,0.236202854,69.44541211,97.05385096,110.9975876,71.5534844,77753238.33,69084355.67,12312588,55309238.67,563,0,41860,64
Bank of Travelers Rest,Travelers Rest,SC,29690,6/30/16,132,626269,565394,551644,3127,0,159718,0,29472,102550,25453,4707,376902,26981,10103,363,101027,395,205,6,1830,1830,0,0,498,1332,0,0,551644,3.428026902,1.203231216,3.185139963,0.120125655,1.022917671,1.023865512,10.540105,6.901380225,8.75E-02,59.00004631,66.9814228,71.1295871,88.08419385,607697,562481,59031.67,370126.67,10,0,24860,0
Bank of Turtle Lake,Turtle Lake,ND,58575,6/30/16,10,50700,45434,41929,500,0,7088,0,2532,624,0,0,39275,1366,1400,49,5019,27,18426,309,16,16,0,0,16,0,0,0,41929,4.009548224,0.372032371,2.094120354,6.90E-02,1.250335596,1.250335596,12.83547947,12.44175311,0.316547225,76.69230769,92.73533831,98.03837523,82.70019724,52146,48733.67,5079.67,39172.67,1,0,,1
Bank of Utah,Ogden,UT,84401,6/30/16,309,998072,860374,803618,3656,40373,123971,0,19107,77678,42279,10889,748278,2590,6843,188,65365,352,3853,30,0,0,0,0,0,0,0,0,803618,3.966098554,2.164482631,3.426089061,0,1.656230194,1.656230194,12.04211355,9.043142605,-7.84E-03,74.09946377,92.02954638,96.4931554,80.51703685,975106,910718.67,134112.67,739836.33,13,0,36260,2
Bank of Utica,Utica,NY,13502,6/30/16,40,1006679,814728,796099,5000,0,925707,0,1578,2135,0,0,58250,3837,7210,181,25442,188,0,0,0,0,0,0,0,0,0,0,796099,1.86693158,4.19E-02,0.599209205,0,0.891676957,1.000470692,5.316866047,3.626960271,1.73E-02,5.49162146,6.944236835,7.375964307,79.08171324,1006326.33,982146.33,189359.67,57850.67,1,0,46540,6
Bank of Vici,Vici,OK,73859,6/30/16,14,41198,36654,36634,300,0,9386,0,5297,1287,0,0,16813,5242,6691,125,0,0,2956,90,90,90,90,0,0,0,0,0,36634,3.93702129,0.682432981,3.436537511,0,0.90666096,0.90666096,8.264224129,4.354268627,0.807505047,40.4898296,45.5342032,48.50114849,88.92179232,41029.67,38150.67,4501.33,16842,1,0,,2
Bank of Virginia,Midlothian,VA,23112,6/30/16,48,353731,327486,296761,3245,0,78774,0,76824,29141,11957,10068,251453,80570,1760,66,42600,150,0,0,1885,1885,0,0,0,1885,0,0,296761,2.851677858,-0.340001622,2.969157024,8.40E-02,-0.68686042,-0.68686042,-9.123225402,-9.123225402,4.50E-02,70.82726705,84.42416625,108.1704906,83.89454133,349998.33,332155.33,26350.33,244590.67,6,0,40060,3
